DayNight,feature_number,CCA,Dictyota,Pocillopora verrucosa,Porites lobata,Turf,Water control,Organism,greater,lesser,FDR_greater,FDR_lesser,activity,network,combined_ID,binary_ID,canopus_annotation,canopus_probability,chemontid,level,SUBCLASS,CHEMONT_STRING,level 1,level 2,level 3,level 4,level 5,level 6,level 7,level 8,ZodiacMF,characterization scores,C,H,N,O,P,S,NOSC,dG,inchi_binary,inchi_combined,simplified_makeup,inchi,inchi_key
Night,10915,6.243667871686617,1.545373675425356,9.067358143546333,2.44018935257106,7.136381648580249,5.90859499072238,Pocillopora verrucosa,5.332563591964404e-5,0.9999466743640804,0.005496895249781229,0.9999999470606242,accumulite,-1,Amines,N/A,Amines,0.93,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,C17H33N3O4,Good,17,33,3,4,0,0,-0.9411764705882355,87.12352941176471,3,N/A,CHON,"InChI=1S/C17H33N3O4/c1-7-11(6)14(20-15(21)12(18)8-9(2)3)16(22)19-13(10(4)5)17(23)24/h9-14H,7-8,18H2,1-6H3,(H,19,22)(H,20,21)(H,23,24)",JKSIBWITFMQTOA-UHFFFAOYSA-N
Night,10919,-0.7343581189295294,0.5384218966004125,1.2140808739903235,-0.32560642894697106,-7.008250509481739e-4,-0.6669234903144975,Pocillopora verrucosa,2.4411950465560417e-4,0.9997558804953444,0.01016593870097449,0.9999999470606242,accumulite,-1,(-)-N-Acetylneuraminic acid,2,Amines,0.97,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,C17H23NO2,Good,17,23,1,2,0,0,-0.9411764705882355,87.12352941176471,2,"InChI=1S/C11H19NO9/c1-4(14)12-8(5(15)2-6(16)11(20)21)10(19)9(18)7(17)3-13/h5,7-10,13,15,17-19H,2-3H2,1H3,(H,12,14)(H,20,21)/t5-,7+,8+,9+,10+/m0/s1",CHON,"InChI=1S/C17H23NO2/c1-13(12-18)10-15(14-8-6-5-7-9-14)17(2,3)11-16(19)20-4/h5-9,13,15H,10-11H2,1-4H3",WBEQARZBGCXCLV-UHFFFAOYSA-N
Night,10989,0.4897583321546097,2.037512040154461,1.9719927125909318,2.021197338614909,1.9540374592640057,6.00021845555818,Pocillopora verrucosa,1.4082597955960986e-5,0.999985917402044,0.0036784481307660503,0.9999999470606242,accumulite,1063,Lipids and lipid-like molecules,3,Ethers,0.89,CHEMONTID:0000254,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0000254,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,NA,NA,NA,NA,C23H47NO12,Bad quality,23,47,1,12,0,0,-0.8695652173913047,85.08260869565218,3,N/A,uncharacterized,"InChI=1S/C23H47NO12/c24-2-4-28-6-8-30-10-12-32-14-16-34-18-20-36-22-21-35-19-17-33-15-13-31-11-9-29-7-5-27-3-1-23(25)26/h1-22,24H2,(H,25,26)",SVXUSQJNNODUGC-UHFFFAOYSA-N
Night,10991,-0.09298865433823186,1.7758929959878262,7.148817518960373,-1.2342879719256232,-0.04734191957177779,-0.9362615307433648,Pocillopora verrucosa,1.4140817739844001e-5,0.9999858591822601,0.0036784481307660503,0.9999999470606242,accumulite,103,Organic oxygen compounds#Lipids and lipid-like molecules,3,Alcohols and polyols,0.87,CHEMONTID:0000129,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0000129,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,NA,NA,NA,NA,C14H28O7,Good,14,28,0,7,0,0,-1,88.8,3,N/A,CHO,"InChI=1S/C14H28O7/c1-8(5-13(6-15,7-16)12(20)21)14(9(2)17,10(3)18)11(4)19/h8-11,15-19H,5-7H2,1-4H3,(H,20,21)",AIUONZBJGUGKKY-UHFFFAOYSA-N
Night,11000,-0.9459128644677308,-0.2219703988711942,2.1618892723113126,0.7363595172555295,1.7741349400484288,-0.2574716436711321,Pocillopora verrucosa,7.707891784741273e-5,0.9999229210821525,0.006318757036991917,0.9999999470606242,accumulite,-1,Monocarboxylic acids and derivatives,N/A,Monocarboxylic acids and derivatives,0.91,CHEMONTID:0001137,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001137,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Monocarboxylic acids and derivatives,NA,NA,NA,NA,C21H44O7P2,Low probability,21,44,0,7,2,0,-1.904761904761905,114.58571428571429,3,N/A,uncharacterized,"InChI=1S/C21H44O7P2/c1-17(2)10-7-11-18(3)12-8-13-19(4)14-9-15-20(5)21(6)16-27-30(25,26)28-29(22,23)24/h17-19H,7-16H2,1-6H3,(H,25,26)(H2,22,23,24)",NGVPHIAAIHYFMD-UHFFFAOYSA-N
Night,11070,0.07048717575188226,1.8126247892924314,8.768874464369098,1.9756628898926574,1.071223128755547,-1.5631027325783988,Pocillopora verrucosa,2.959894728945145e-5,0.9999704010527106,0.004580723310175221,0.9999999470606242,accumulite,874,Alkyl phosphates,N/A,Alkyl phosphates,0.98,CHEMONTID:0003457,5,CHEMONTID:0000408,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000402;CHEMONTID:0000408;CHEMONTID:0003457,Organic compounds,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,Alkyl phosphates,NA,NA,NA,C19H50N9O8P,Good,19,50,9,8,1,0,-0.6315789473684212,78.30000000000001,3,N/A,CHONP,NA,NA
Night,11081,0.4593579160746238,1.3664718739579114,1.8661298055410793,-1.177837762043283,-0.1346866564466544,0.34425416584712104,Pocillopora verrucosa,0.0012584234186607218,0.9987415765813392,0.024769184840530898,0.9999999470606242,accumulite,2109,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C5H8NO3PS9,Bad quality,5,8,1,3,1,9,2.8,-19.5,3,N/A,uncharacterized,NA,NA
Night,11098,2.166842943575729,0.7675085418279881,1.8762740079276083,2.6992042999017776,1.2151689098132543,8.63753767711749,Pocillopora verrucosa,0.0027449968784852494,0.9972550031215148,0.04053372793758376,0.9999999470606242,accumulite,-1,Carbonyl compounds,N/A,Carbonyl compounds,0.89,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,C23H37NO9,Good,23,37,1,9,0,0,-0.6956521739130439,80.12608695652175,3,N/A,CHON,"InChI=1S/C23H37NO9/c1-14(26)19(28)16(13-32-23-22(31)21(30)20(29)17(12-25)33-23)24-18(27)11-7-3-6-10-15-8-4-2-5-9-15/h2,4-5,8-9,14,16-17,19-23,25-26,28-31H,3,6-7,10-13H2,1H3,(H,24,27)",CQZZBLKXWSPLDH-UHFFFAOYSA-N
Night,11106,0.34377851944436316,0.6317976555473328,1.0669135682434643,-0.17431729716716035,-0.7214842674965601,-0.5804772884897428,Pocillopora verrucosa,0.003644190176424608,0.9963558098235754,0.04909257810192054,0.9999999470606242,accumulite,2975,"3,4-Dihydroxy-DL-phenylalanine",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C11H22P,Bad quality,11,22,0,0,1,0,-2.454545454545454,130.25454545454545,2,"InChI=1S/C9H11NO4/c10-6(9(13)14)3-5-1-2-7(11)8(12)4-5/h1-2,4,6,11-12H,3,10H2,(H,13,14)",uncharacterized,"InChI=1S/C11H22P/c1-9(2)12(10(3)4)11-7-5-6-8-11/h9-10H,5-8H2,1-4H3",IAADFRKYBCTCCU-UHFFFAOYSA-N
Night,11113,1.9807552227338703,0.41462765053941836,8.355069306207328,-1.3570833934785511,0.322808944611601,-0.9727552163939016,Pocillopora verrucosa,4.4352394077532593e-7,0.9999995564760592,0.001865251089095387,0.9999999470606242,accumulite,502,Tris(hydroxymethyl)aminomethane,2,Alcohols and polyols,0.89,CHEMONTID:0000129,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0000129,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,NA,NA,NA,NA,C14H27NO6,Good,14,27,1,6,0,0,-0.8571428571428568,84.72857142857141,2,"InChI=1S/C4H11NO3/c5-4(1-6,2-7)3-8/h6-8H,1-3,5H2",CHON,"InChI=1S/C14H27NO6/c1-13(16)3-6-19-11-12-21-8-5-15-14(17)4-7-20-10-9-18-2/h3-12H2,1-2H3,(H,15,17)",UJQNVIFVJYHMGJ-UHFFFAOYSA-N
Night,11170,-0.7715012348196074,-0.9099431772547997,1.6498728827211409,-0.5066925868273421,-3.7574847151817217,0.41166999664226545,Pocillopora verrucosa,2.8816758082480615e-4,0.9997118324191752,0.010884201580301898,0.9999999470606242,accumulite,849,Isosteviol,1,Carbonyl compounds,0.93,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,C20H30O3,Good,20,30,0,3,0,0,-1.2000000000000002,94.5,1,"InChI=1S/C20H30O3/c1-17-9-5-14-18(2)7-4-8-19(3,16(22)23)13(18)6-10-20(14,12-17)11-15(17)21/h13-14H,4-12H2,1-3H3,(H,22,23)/t13-,14-,17-,18+,19+,20-/m0/s1",CHO,"InChI=1S/C20H30O3/c1-14(10-13-21)6-8-16-15(2)7-9-17-19(16,3)11-5-12-20(17,4)18(22)23/h6,8,10,16-17,21H,2,5,7,9,11-13H2,1,3-4H3,(H,22,23)",HGAFUQPTQYWBDD-UHFFFAOYSA-N
Night,11312,2.2079129719856643,1.2421222057196653,9.634148226715183,2.265302323460695,2.1894452869616092,-0.2907221829816366,Pocillopora verrucosa,1.0842722584230495e-4,0.9998915727741577,0.007198866076548256,0.9999999470606242,accumulite,-1,N-Oleoyltaurine,2,Dialkyl peroxides,0.97,CHEMONTID:0003951,5,CHEMONTID:0000414,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0003940;CHEMONTID:0000414;CHEMONTID:0003951,Organic compounds,Organic oxygen compounds,Organic oxides,Organic peroxides,Dialkyl peroxides,NA,NA,NA,C16H27NO8,Bad quality,16,27,1,8,0,0,-0.5,74.55,2,"InChI=1S/C20H39NO4S/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-20(22)21-18-19-26(23,24)25/h9-10H,2-8,11-19H2,1H3,(H,21,22)(H,23,24,25)/b10-9-",uncharacterized,"InChI=1S/C16H27NO8/c1-9(17-11(3)18)10(2)24-15(7-22-12(4)19)16(25-14(6)21)8-23-13(5)20/h9-10,15-16H,7-8H2,1-6H3,(H,17,18)",RUQPHDYBEPDDEB-UHFFFAOYSA-N
Night,11367,7.296850714900781,0.30257530426802814,1.9940820297444763,-0.10531892682930477,6.3880367160757165,4.831214707625579,Pocillopora verrucosa,7.949789167387051e-4,0.9992050210832613,0.018889698241621133,0.9999999470606242,accumulite,7,Organic oxygen compounds#Benzenoids,3,Trialkylamines,0.86,CHEMONTID:0002239,6,CHEMONTID:0002452,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449;CHEMONTID:0002452;CHEMONTID:0002239,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Tertiary amines,Trialkylamines,NA,NA,C27H49NO9,Good,27,49,1,9,0,0,-1.0370370370370372,89.85555555555555,3,N/A,CHON,"InChI=1S/C27H49NO9/c1-6-10-20(23(28)31)11-8-12-21(25(33)36-16-15-35-24(32)19(3)4)13-9-14-27(5,7-2)26(34)37-18-22(30)17-29/h19-22,29-30H,6-18H2,1-5H3,(H2,28,31)",PVMNXXAYRRAYDS-UHFFFAOYSA-N
Night,11378,2.2867089825832583,0.8027762044769378,3.8703831787291247,1.800113223996103,0.2849128173984478,-0.33929342234061016,Pocillopora verrucosa,0.003695801917991462,0.9963041980820085,0.04955334078987194,0.9999999470606242,accumulite,550,"Propanoic acid, 2-methyl-2-[4-[[[[4-methyl-2-[4-(trifluoromethyl)phenyl]-5- thiazolyl]carbonyl]amino]methyl]phenoxy]-",2,Carboxylic acid derivatives,0.87,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,C15H25N2O5P,Good,15,25,2,5,1,0,-0.9333333333333336,86.9,2,"InChI=1S/C23H21F3N2O4S/c1-13-18(33-20(28-13)15-6-8-16(9-7-15)23(24,25)26)19(29)27-12-14-4-10-17(11-5-14)32-22(2,3)21(30)31/h4-11H,12H2,1-3H3,(H,27,29)(H,30,31)",CHONP,"InChI=1S/C15H25N2O5P/c1-4-7-12-16-15(23(20,21-5-2)22-6-3)13-8-10-14(11-9-13)17(18)19/h8-11,15-16H,4-7,12H2,1-3H3",GAEDIBBLNCUNHB-UHFFFAOYSA-N
Night,11394,0.8119361626748436,1.5623156631608914,1.6536391321870711,4.5540975625694315,-1.20685106952104,0.20875723561823073,Pocillopora verrucosa,7.509266587017786e-4,0.9992490733412982,0.01828673756903725,0.9999999470606242,accumulite,-1,Isopentedrone,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C10H16N2O,Good,10,16,2,1,0,0,-0.7999999999999998,83.1,2,"InChI=1S/C12H17NO/c1-3-7-11(14)12(13-2)10-8-5-4-6-9-10/h4-6,8-9,12-13H,3,7H2,1-2H3",CHON,"InChI=1S/C10H16N2O/c1-5-8(2)11-12-9(3)6-7-10(4)13/h6-7H,5H2,1-4H3",DJLBHCHBPBNFQN-UHFFFAOYSA-N
Night,11407,1.2564063936922183,1.6116271107386668,1.5609347717604256,-3.8335001834783475,1.851374449097604,-0.7009244211206386,Pocillopora verrucosa,4.8727265748168543e-4,0.9995127273425184,0.014501156370977871,0.9999999470606242,accumulite,466,Lipids and lipid-like molecules,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,N/A,uncharacterized,NA,NA
Night,11422,5.1808917318277405,1.5709578755933686,1.7582629351205452,8.66436017638567,7.67693941924078,5.30237068522425,Pocillopora verrucosa,0.0013925710967042167,0.9986074289032958,0.026369443029832667,0.9999999470606242,accumulite,-1,Carbonyl compounds,N/A,Carbonyl compounds,0.91,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,C29H53NO10,Good,29,53,1,10,0,0,-1.0344827586206895,89.78275862068965,3,N/A,CHON,"InChI=1S/C29H53NO10/c1-11-20-29(8,36)24(34)16(4)21(31)14(2)13-28(7,37-10)25(17(5)22(32)18(6)26(35)39-20)40-27-23(33)19(30-9)12-15(3)38-27/h14-20,22-25,27,30,32-34,36H,11-13H2,1-10H3",FVDOVQNVEPKVLO-UHFFFAOYSA-N
Night,11561,0,6.827174652879588,2.472758149377349,8.216422306144382,7.266147287932045,0,Pocillopora verrucosa,1.1709100986988038e-4,0.9998829089901301,0.007348865657715404,0.9999999470606242,accumulite,7,Primary amines,N/A,Primary amines,0.98,CHEMONTID:0002450,5,CHEMONTID:0002449,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449;CHEMONTID:0002450,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Primary amines,NA,NA,NA,C23H53N14O2P2,Good,23,53,14,2,2,0,-0.7391304347826084,81.36521739130434,3,N/A,CHONP,NA,NA
Night,11590,-0.18101487452243373,-0.12536321688087232,2.515977200295796,1.4757102449222637,-0.3094361190194365,1.0051758533973876,Pocillopora verrucosa,1.3756838047543596e-4,0.9998624316195246,0.007919965988658661,0.9999999470606242,accumulite,4393,Organoheterocyclic compounds,3,Carboxylic acid derivatives,0.98,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,C13H25N2O3,Low probability,13,25,2,3,0,0,-1,88.8,3,N/A,uncharacterized,"InChI=1S/C13H25N2O3/c1-3-5-6-7-10-15-13(17)11(14)8-9-12(16)18-4-2/h11,14H,3-10H2,1-2H3,(H,15,17)",HLTUKNQNMBMCIA-UHFFFAOYSA-N
Night,11595,1.8131320510294469,0.40743463000039787,3.0822991509333435,9.437836216185929,2.5932490545027713,1.6139128642851428,Pocillopora verrucosa,0.0014363277267721163,0.9985636722732278,0.026845569924542033,0.9999999470606242,accumulite,-1,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,N/A,uncharacterized,NA,NA
Night,11626,1.5505416140583437,1.212835762518705,2.196750136451371,2.278796820319236,0.8169551252328593,1.2471023862934076,Pocillopora verrucosa,0.0032762161545855273,0.9967237838454145,0.04564769985957857,0.9999999470606242,accumulite,-1,"Spectral Match to 1H-Purin-6-amine, N,N-dimethyl- from NIST14",1,Alpha amino acids,0.94,CHEMONTID:0002404,7,CHEMONTID:0000060,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0000013;CHEMONTID:0000347;CHEMONTID:0000060;CHEMONTID:0002404,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,Alpha amino acids and derivatives,Alpha amino acids,NA,C6H13NO4,Good,6,13,1,4,0,0,-0.33333333333333304,69.79999999999998,1,N/A,CHON,"InChI=1S/C6H13NO4/c1-10-2-3-11-4-5(7)6(8)9/h5H,2-4,7H2,1H3,(H,8,9)",ZOMRDSPJEFYHEH-UHFFFAOYSA-N
Night,11799,0.20941362521440934,-0.21119856120545677,1.195350975459367,0.10780897367400928,-0.47308318255884607,1.5098381494349755,Pocillopora verrucosa,0.0033011374102157043,0.9966988625897844,0.04588263355209904,0.9999999470606242,accumulite,-1,Amines,N/A,Amines,0.92,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,C15H21N2O4P,Good,15,21,2,4,1,0,-0.7999999999999998,83.1,3,N/A,CHONP,"InChI=1S/C15H21N2O4P/c1-3-20-22(19,21-4-2)14(12-16)10-11-17-15(18)13-8-6-5-7-9-13/h5-9,14H,3-4,10-11H2,1-2H3,(H,17,18)",DIOZGDNEJUADHT-UHFFFAOYSA-N
Night,11804,0.7927567751030524,0.07222403577672355,0.240277371304478,-0.501377347067737,1.729045866447076,-1.3314102427830319,Pocillopora verrucosa,8.848150299248013e-4,0.9991151849700752,0.02009657680851733,0.9999999470606242,accumulite,165,"Pesticide7_Spiromesifen_C23H30O4_2-Oxo-3-(2,4,6-trimethylphenyl)-1-oxaspiro[4.4]non-3-en-4-yl 3,3-dimethylbutanoate",2,Carboxylic acid derivatives,0.99,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,C20H31NO6,Good,20,31,1,6,0,0,-0.7999999999999998,83.1,2,"InChI=1S/C23H30O4/c1-14-11-15(2)18(16(3)12-14)19-20(26-17(24)13-22(4,5)6)23(27-21(19)25)9-7-8-10-23/h11-12H,7-10,13H2,1-6H3",CHON,"InChI=1S/C20H31NO6/c1-10(6-5-7-22)16-14(9-23)8-15-17(12(3)20(25)26-15)18(16)27-19(24)11(2)13(4)21/h10-11,13,15,17-18,22-23H,3,5-9,21H2,1-2,4H3",OWCWNGVZXAVVKK-UHFFFAOYSA-N
Night,11834,0.6587163862759094,1.9615920821618353,4.21979001338799,-0.8988202564198563,0.6665322582004264,-0.35070675007099056,Pocillopora verrucosa,3.522316871703974e-4,0.9996477683128295,0.012083881762730907,0.9999999470606242,accumulite,-1,"5S-Hydroxy-6E,8Z,11Z-eicosatrienoic acid",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C13H20N3O5,Good,13,20,3,5,0,0,-0.07692307692307665,62.49230769230768,2,"InChI=1S/C20H34O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-19(21)17-15-18-20(22)23/h9-10,12-14,16,19,21H,2-8,11,15,17-18H2,1H3,(H,22,23)/b10-9-,13-12-,16-14+",CHON,"InChI=1S/C13H20N3O5/c1-5(14)10(18)15-6(2)11(19)16-13(12(20)21)4-9(17)7-3-8(7)13/h3,5-9,17H,4,14H2,1-2H3,(H,15,18)(H,16,19)(H,20,21)",YYRAZYXQKFCQSH-UHFFFAOYSA-N
Night,11854,-1.2996730260047735,0.676700582119616,1.2741191951024144,1.230114041346242,7.371237305318864,6.375568677524428,Pocillopora verrucosa,0.0027461017774369698,0.997253898222563,0.04054385719581579,0.9999999470606242,accumulite,2742,Blood Group A Trisaccharide,2,Secondary alcohols,1,CHEMONTID:0001661,5,CHEMONTID:0000129,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0000129;CHEMONTID:0001661,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Secondary alcohols,NA,NA,NA,C14H26N6O8,Bad quality,14,26,6,8,0,0,0.5714285714285716,44.014285714285705,2,"InChI=1S/C20H35NO15/c1-5-10(25)14(29)15(30)20(32-5)36-17-16(12(27)8(4-23)33-18(17)31)35-19-9(21-6(2)24)13(28)11(26)7(3-22)34-19/h5,7-20,22-23,25-31H,3-4H2,1-2H3,(H,21,24)/t5-,7+,8+,9+,10+,11-,12-,13+,14+,15-,16-,17+,18?,19+,20-/m0/s1",uncharacterized,"InChI=1S/C14H26N6O8/c1-3-14(26,2-21)10(25)11(27-3)28-9-5(20-13(17)18)6(22)4(19-12(15)16)7(23)8(9)24/h2-11,22-26H,1H3,(H4,15,16,19)(H4,17,18,20)",YEMNUNUZEKRCMP-UHFFFAOYSA-N
Night,11986,-2.0699492290217756,0.19565800265839306,0.3185210491894471,2.6816210963291,-1.7248376524778368,-0.1314296351699168,Pocillopora verrucosa,1.2932310988866748e-4,0.9998706768901113,0.007740623793100604,0.9999999470606242,accumulite,-1,Galiellalactone,1,Carbonyl compounds,0.95,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,C11H14O3,Good,11,14,0,3,0,0,-0.7272727272727275,81.02727272727273,1,"InChI=1S/C11H14O3/c1-6-4-7-2-3-9-11(7,13)8(5-6)10(12)14-9/h5-7,9,13H,2-4H2,1H3/t6-,7+,9+,11-/m0/s1",CHO,"InChI=1S/C11H14O3/c1-7-5-9(3-4-11(13)14)6-10(7)8(2)12/h5H,3-4,6H2,1-2H3,(H,13,14)",KEYKMXXWDLFTKJ-UHFFFAOYSA-N
Night,11992,0.9540463514470489,0.26457613560599164,1.3297795740815286,-1.623001623094446,-0.7542764862839575,-0.06568961113371394,Pocillopora verrucosa,0.0014504116205825389,0.9985495883794175,0.027004499082023382,0.9999999470606242,accumulite,-1,Erythromycylamine,2,Carboxylic acids,0.87,CHEMONTID:0001205,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001205,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acids,NA,NA,NA,NA,C18H34N7O7,Good,18,34,7,7,0,0,0.05555555555555536,58.71666666666667,2,"InChI=1S/C37H70N2O12/c1-14-25-37(10,45)30(41)20(4)27(38)18(2)16-35(8,44)32(51-34-28(40)24(39(11)12)15-19(3)47-34)21(5)29(22(6)33(43)49-25)50-26-17-36(9,46-13)31(42)23(7)48-26/h18-32,34,40-42,44-45H,14-17,38H2,1-13H3/t18-,19-,20+,21+,22-,23+,24+,25-,26+,27+,28-,29+,30-,31+,32-,34+,35-,36-,37-/m1/s1",CHON,NA,NA
Night,1203,2.557560662174446,1.580159528844265,1.3588245367155714,1.2131314167307743,2.4453334769939388,3.52018252811279,Pocillopora verrucosa,0.0029727207388760175,0.997027279261124,0.0427993068116159,0.9999999470606242,accumulite,7,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C27H46O8,Good,27,46,0,8,0,0,-1.1111111111111107,91.96666666666665,3,N/A,CHO,NA,NA
Night,12032,-1.844252947302154,-1.5485679693874197,2.3512373190616915,-1.2923118452967586,-0.9796555055423092,0.5059630211564857,Pocillopora verrucosa,0.001589653486238688,0.9984103465137613,0.028590424594813976,0.9999999470606242,accumulite,135,Spectral Match to Palmitamide from NIST14,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C18H43N7O3,Low probability,18,43,7,3,0,0,-0.8888888888888893,85.63333333333334,2,N/A,uncharacterized,NA,NA
Night,12079,1.440353437443862,1.1665888084387235,1.5233854923920065,2.263929281754238,0.3352203087213219,1.0064025196772228,Pocillopora verrucosa,0.0011118768961540949,0.9988881231038459,0.02291934699316233,0.9999999470606242,accumulite,437,Organic acids and derivatives,3,Carbohydrates and carbohydrate conjugates,0.94,CHEMONTID:0000011,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0000011,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,NA,NA,NA,NA,C29H59NO15,Good,29,59,1,15,0,0,-0.8965517241379306,85.85172413793101,3,N/A,CHON,"InChI=1S/C29H59NO15/c30-2-4-34-6-8-36-10-12-38-14-16-40-18-20-42-22-24-44-26-28-45-27-25-43-23-21-41-19-17-39-15-13-37-11-9-35-7-5-33-3-1-29(31)32/h1-28,30H2,(H,31,32)",CMSXBYFCBKQGGQ-UHFFFAOYSA-N
