DayNight,feature_number,CCA,Dictyota,Pocillopora verrucosa,Porites lobata,Turf,Water control,Organism,greater,lesser,FDR_greater,FDR_lesser,activity,network,combined_ID,binary_ID,canopus_annotation,canopus_probability,chemontid,level,SUBCLASS,CHEMONT_STRING,level 1,level 2,level 3,level 4,level 5,level 6,level 7,level 8,ZodiacMF,characterization scores,C,H,N,O,P,S,NOSC,dG,inchi_binary,inchi_combined,simplified_makeup,inchi,inchi_key
Day,10743,2.98718260129043,-2.0701611484843667,-0.18904356730251004,-0.062406005506590076,-0.2598495693302473,0.368588801453683,Dictyota,0.9993132002433682,6.867997566317288e-4,0.9999999384831213,0.04995340947228926,depletolite,1988,3-Methoxycyclohexanecarboxylic acid,2,Carbonyl compounds,0.98,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,C14H18N2O3,Good,14,18,2,3,0,0,-0.4285714285714288,72.51428571428572,2,"InChI=1S/C8H14O3/c1-11-7-4-2-3-6(5-7)8(9)10/h6-7H,2-5H2,1H3,(H,9,10)",CHON,"InChI=1S/C14H18N2O3/c1-19-12(17)11(9-10-5-3-2-4-6-10)16-13(18)14(15)7-8-14/h2-6,11H,7-9,15H2,1H3,(H,16,18)",QNKINRGFGIQVCZ-UHFFFAOYSA-N
Day,10758,-0.26480767962401847,-3.6773422757007475,-0.41784315961497365,0.09742362272528712,-0.9688872376260532,0.35021950851963896,Dictyota,0.9999075762083607,9.242379163934993e-5,0.9999999384831213,0.03193071508272018,depletolite,-1,"11.beta.,16.alpha.,17.alpha.,21-Tetrahydroxypregna-1,4-diene-3,20-dione",2,Carbonyl compounds,0.9,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,C16H18N3O3,Low probability,16,18,3,3,0,0,-0.1875,65.64375,2,"InChI=1S/C21H28O6/c1-19-6-5-12(23)7-11(19)3-4-13-14-8-16(25)21(27,17(26)10-22)20(14,2)9-15(24)18(13)19/h5-7,13-16,18,22,24-25,27H,3-4,8-10H2,1-2H3/t13-,14-,15-,16+,18+,19-,20-,21-/m0/s1",uncharacterized,"InChI=1S/C16H18N3O3/c1-11(2)15(12-5-3-4-6-12)18-16(20)17-13-7-9-14(10-8-13)19(21)22/h3-11,15H,1-2H3,(H2,17,18,20)",OFPYAWPBACBVDD-UHFFFAOYSA-N
Day,10797,-3.2039097199108606,-2.852304818786512,-0.6517699205093893,-2.284079926067888,-1.7281947574582366,1.5913031886527147,Dictyota,0.9997211198417273,2.788801582726971e-4,0.9999999384831213,0.039769815920649175,depletolite,-1,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C18H30O8,Good,18,30,0,8,0,0,-0.7777777777777777,82.46666666666667,3,N/A,CHO,"InChI=1S/C18H30O8/c1-17(24)6-5-11-10(17)4-3-9(20)7-18(11,2)26-16-15(23)14(22)13(21)12(8-19)25-16/h3-4,9-16,19-24H,5-8H2,1-2H3",WBBGHNOGIHYRBE-UHFFFAOYSA-N
Day,10801,-0.22467497265882275,-3.0679245439155514,-0.14550894126549174,0.14049987616229487,-0.2145030491804091,0.7531400456222878,Dictyota,0.9998295004845373,1.7049951546268665e-4,0.9999999384831213,0.034393670762811857,depletolite,-1,"5-Oxo-6E,8Z,11Z,14Z-eicosatetraenoic acid",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C13H19NO2,Good,13,19,1,2,0,0,-0.9230769230769234,86.6076923076923,2,N/A,CHON,"InChI=1S/C13H19NO2/c1-2-3-6-14-11-4-5-12(14)8-10(7-11)9-13(15)16/h10-12H,4-9H2,1H3,(H,15,16)",WRMXRRHQPCZYLN-UHFFFAOYSA-N
Day,10805,-4.170877892173249,-4.32924572608151,-0.2758145109328428,3.2740857811932726,2.7793827476034867,2.9108907475854537,Dictyota,0.999935304292361,6.469570763899158e-5,0.9999999384831213,0.029216681006228918,depletolite,-1,Dinor-12-oxophytodienoic acid,2,Monoalkylamines,0.97,CHEMONTID:0000469,6,CHEMONTID:0002450,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449;CHEMONTID:0002450;CHEMONTID:0000469,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Primary amines,Monoalkylamines,NA,NA,C13H29NO6P,Good,13,29,1,6,1,0,-1.4615384615384617,101.95384615384616,2,"InChI=1S/C16H24O3/c1-2-3-5-9-14-13(11-12-15(14)17)8-6-4-7-10-16(18)19/h3,5,11-14H,2,4,6-10H2,1H3,(H,18,19)/b5-3-/t13-,14-/m0/s1",CHONP,NA,NA
Day,10833,-1.7838788525509315,-2.141303421725333,-1.8657171633072378,-0.008396500311053635,-0.9905817370713706,-1.218226786764048,Dictyota,0.9997051153685341,2.948846314658304e-4,0.9999999384831213,0.04006347840564488,depletolite,-1,"4-Pregnen-6.beta.,11.beta.,17,21-tetrol-3,20-dione",1,Monoalkylamines,0.96,CHEMONTID:0000469,6,CHEMONTID:0002450,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449;CHEMONTID:0002450;CHEMONTID:0000469,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Primary amines,Monoalkylamines,NA,NA,C12H25N4OP,Bad quality,12,25,4,1,1,0,-1.333333333333333,98.29999999999998,1,"InChI=1S/C21H30O6/c1-19-5-3-11(23)7-14(19)15(24)8-12-13-4-6-21(27,17(26)10-22)20(13,2)9-16(25)18(12)19/h7,12-13,15-16,18,22,24-25,27H,3-6,8-10H2,1-2H3/t12-,13-,15+,16-,18+,19-,20-,21-/m0/s1",uncharacterized,"InChI=1S/C12H25N4OP/c1-6-15(7-2)18(17,16(8-3)9-4)12-13-10-11-14(12)5/h10-11H,6-9H2,1-5H3/p+1",ZFXMWLBJTVDJDF-UHFFFAOYSA-O
Day,10837,0.04532903797998271,-6.689073986040325,-1.5597273518375077,-0.013229146648789004,-0.6501969956404032,-1.0203964802448628,Dictyota,0.9997373123424934,2.626876575065894e-4,0.9999999384831213,0.03908440672603834,depletolite,225,"2S-Amino-4E-pentadecene-1,3R-diol",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"InChI=1S/C15H31NO2/c1-2-3-4-5-6-7-8-9-10-11-12-15(18)14(16)13-17/h11-12,14-15,17-18H,2-10,13,16H2,1H3/b12-11+/t14-,15?/m0/s1",uncharacterized,NA,NA
Day,11029,0.4097645508209955,-2.045814639585057,-0.23670217991076595,1.3157303063792232,0.4598362327257387,2.6645603550701047,Dictyota,0.9996255758722974,3.744241277026594e-4,0.9999999384831213,0.042485333967320175,depletolite,689,Benzenoids#Lipids and lipid-like molecules#Organoheterocyclic compounds,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,N/A,uncharacterized,NA,NA
Day,11193,-3.6265011370940807,-2.5936609782955022,-4.71119747713895,-4.00497014139986,-1.8144980268318638,-2.9568907782824447,Dictyota,0.999907392387064,9.260761293589452e-5,0.9999999384831213,0.03193071508272018,depletolite,1983,Ile-Pro,1,Carbonyl compounds,0.94,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,C11H20N2O3,Good,11,20,2,3,0,0,-0.7272727272727275,81.02727272727273,1,"InChI=1S/C11H20N2O3/c1-3-7(2)9(12)10(14)13-6-4-5-8(13)11(15)16/h7-9H,3-6,12H2,1-2H3,(H,15,16)/t7-,8-,9-/m0/s1",CHON,"InChI=1S/C11H20N2O3/c1-7(2)5-13(6-10(12)14)9-4-3-8(9)11(15)16/h7-9H,3-6H2,1-2H3,(H2,12,14)(H,15,16)",ANBSLCNNBOEVII-UHFFFAOYSA-N
Day,11408,-0.9772400355926757,-2.0408389559576863,-4.101005338620542,-2.581840812975391,-1.5652458964799116,-1.5649973974177807,Dictyota,0.9996646597651563,3.353402348436981e-4,0.9999999384831213,0.04155427988212325,depletolite,637,Lipids and lipid-like molecules#Organoheterocyclic compounds,3,Carbonyl compounds,0.98,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,C23H38O4,Good,23,38,0,4,0,0,-1.304347826086956,97.47391304347825,3,N/A,CHO,"InChI=1S/C23H38O4/c1-2-3-4-6-9-12-20(24)17-15-19-16-18-22(25)21(19)13-10-7-5-8-11-14-23(26)27/h15,17,19,21H,2-14,16,18H2,1H3,(H,26,27)",HLVHLOMZXCWFRK-UHFFFAOYSA-N
Day,11483,0.22798997309347066,-4.676832087673468,0.20635943472444354,-0.6348288402043012,-0.15973461414488285,0.10496913340540455,Dictyota,0.9998066271950419,1.9337280495807348e-4,0.9999999384831213,0.03565516375147555,depletolite,-1,Carbonyl compounds,N/A,Carbonyl compounds,0.98,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,C17H22N2O6,Good,17,22,2,6,0,0,-0.23529411764705888,67.00588235294117,3,N/A,CHON,"InChI=1S/C17H22N2O6/c1-10(13(16(22)24-2)17(23)25-3)14(15(18)21)19-12(20)9-11-7-5-4-6-8-11/h4-8,10,13-14H,9H2,1-3H3,(H2,18,21)(H,19,20)",BTBAUDOPDNQGPF-UHFFFAOYSA-N
Day,11904,0.7125209994621443,-4.527257869326614,-4.504107401049847,-0.2724869812130938,-0.7271698090446181,0.05446401955703431,Dictyota,0.9995842915824329,4.157084175671297e-4,0.9999999384831213,0.043580048094157844,depletolite,6120,Lipids and lipid-like molecules#Organoheterocyclic compounds,3,Carbonyl compounds,0.99,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,C16H24N2O6,Good,16,24,2,6,0,0,-0.375,70.9875,3,N/A,CHON,"InChI=1S/C16H24N2O6/c1-5-23-15(21)13(17-11(3)19)9-7-8-10-14(18-12(4)20)16(22)24-6-2/h13-14H,5-6,9-10H2,1-4H3,(H,17,19)(H,18,20)",YSDIBIHEZXMDAX-UHFFFAOYSA-N
Day,12057,-0.5710024201590822,-2.214711613031183,0.28383166729870607,0.7970590557181975,-0.31006858420238104,-0.32041554503411485,Dictyota,0.9998276281868705,1.7237181312950594e-4,0.9999999384831213,0.034393670762811857,depletolite,3057,Organic acids and derivatives,3,Amino acids and derivatives,0.99,CHEMONTID:0000347,5,CHEMONTID:0000013,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0000013;CHEMONTID:0000347,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,NA,NA,NA,C11H20N5O8P,Low probability,11,20,5,8,1,0,0.5454545454545454,44.75454545454545,3,N/A,uncharacterized,"InChI=1S/C11H20N5O8P/c1-15-3-16(8-5(15)9(19)14-11(12)13-8)10-7(18)6(17)4(24-10)2-23-25(20,21)22/h4-6,8,10-11,13,17H,2-3,12H2,1H3,(H,14,19)(H2,20,21,22)",AIQQSWMXNPMCJK-UHFFFAOYSA-N
Day,12624,0.08645040120884986,-2.289229571985445,0.15207460373358264,0.5792228543154938,0.19035518413623245,0.07712086131321522,Dictyota,0.9997061131758463,2.938868241536552e-4,0.9999999384831213,0.040002915548194934,depletolite,165,B10A09,2,Carboxylic acid derivatives,0.97,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,C18H24O5,Good,18,24,0,5,0,0,-0.7777777777777777,82.46666666666667,2,N/A,CHO,"InChI=1S/C18H24O5/c1-16(6-5-13(20)22-3)12(19)4-7-18-9-10-8-11(14(16)18)23-17(10,2)15(18)21/h4,7,10-11,14-15,21H,5-6,8-9H2,1-3H3",FBBBYTFYYNYGMH-UHFFFAOYSA-N
Day,12625,0.0013493585448355067,-4.312593294573427,-0.47581289108866065,1.2781622833052397,-1.0808635147080985,-0.7013869635679633,Dictyota,0.9999139578829407,8.604211705932522e-5,0.9999999384831213,0.031541931995774375,depletolite,-1,Carboxylic acid derivatives,N/A,Carboxylic acid derivatives,0.99,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,C18H24O7,Good,18,24,0,7,0,0,-0.5555555555555554,76.13333333333333,3,N/A,CHO,"InChI=1S/C18H24O7/c1-8-5-13-12(9(2)17(22)24-13)7-18(25-11(4)20)15(21)6-14(16(8)18)23-10(3)19/h8,12-16,21H,2,5-7H2,1,3-4H3",XUKALFGLKSNDRK-UHFFFAOYSA-N
Day,12685,1.6005540857726996,-3.2957246705552863,0.5687153698517112,1.0734213597487101,1.4169063879441066,0.30698652888024525,Dictyota,0.9996812729140045,3.1872708599550465e-4,0.9999999384831213,0.04052364669322373,depletolite,-1,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C24H27N3O2,Bad quality,24,27,3,2,0,0,-0.583333333333333,76.92499999999998,3,N/A,uncharacterized,"InChI=1S/C24H27N3O2/c28-23(12-6-9-19-17-25-22-11-5-4-10-21(19)22)27-15-13-20(14-16-27)26-24(29)18-7-2-1-3-8-18/h1-5,7-8,10-11,17,20,25H,6,9,12-16H2,(H,26,29)",ISBYLADRNFAXKB-UHFFFAOYSA-N
Day,12836,-0.01771465473407865,-1.0922477010900717,-0.2655930746305987,-0.8558635490144408,-0.16284959357527484,0.7419407201144802,Dictyota,0.9999764311415426,2.356885845742531e-5,0.9999999384831213,0.027493599371831743,depletolite,5274,Organoheterocyclic compounds#Benzenoids,3,Carbonyl compounds,0.87,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,C14H25NO4,Good,14,25,1,4,0,0,-1,88.8,3,N/A,CHON,"InChI=1S/C14H25NO4/c1-4-8-12(16)9-6-5-7-10-13(17)15-11(2)14(18)19-3/h11H,4-10H2,1-3H3,(H,15,17)",VZJWUONKSRFBMF-UHFFFAOYSA-N
Day,13068,-3.61277173978156,-4.017078689991769,-3.2763688419770833,-3.3928571346130667,-6.017662801050952,-5.31642745281066,Dictyota,0.999324021951361,6.759780486389701e-4,0.9999999384831213,0.049724315252288535,depletolite,466,Ethers,N/A,Ethers,0.96,CHEMONTID:0000254,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0000254,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,NA,NA,NA,NA,C34H71NO11,Low probability,34,71,1,11,0,0,-1.3529411764705879,98.85882352941175,3,N/A,uncharacterized,NA,NA
Day,13740,-5.142947395295232,-4.319396002605326,-3.966031564106416,-3.99881133739065,-2.504244199903196,-5.36502682351393,Dictyota,0.9997708092641165,2.2919073588346527e-4,0.9999999384831213,0.03728188492330978,depletolite,2021,Lipids and lipid-like molecules,3,Carboxylic acid derivatives,0.99,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,C30H54O6,Good,30,54,0,6,0,0,-1.4000000000000004,100.20000000000002,3,N/A,CHO,"InChI=1S/C30H54O6/c1-4-5-6-7-8-14-19-24-29(33)35-27(3)22-17-12-10-15-20-25-30(34)36-26(2)21-16-11-9-13-18-23-28(31)32/h4,26-27H,1,5-25H2,2-3H3,(H,31,32)",PAFJANJYLKEEAZ-UHFFFAOYSA-N
Day,1410,-3.454702503189326,-3.9540842623745087,-1.6048322700627367,-3.0833164627415637,-2.4036956142308847,-4.014443171597863,Dictyota,0.9999016975456827,9.830245431731708e-5,0.9999999384831213,0.03207851128761763,depletolite,200,Spectral Match to Decaethylene glycol tridecyl ether from NIST14,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,N/A,uncharacterized,NA,NA
